Date,low_beta_new,momentum_new,quality_new,Equity Momentum,Equity Low Beta,Equity Quality,Commodity Carry,Commodity Curve,Credit Curve,Credit Carry,FX Carry,FX Value,Interest Rate Spread,Interest Rate Curve,Equity Trend,FX Trend,Commodity Trend,Interest Rate Trend,Commodity Volatility Carry,Interest Rate Volatility Carry,Equity Volatility Carry,COT,Merger Arb
03/01/2018,104.92,96.97,84.22,101.31,98.48,101.42,306.4256,230.1331,103.3829,103.9598,305.1853,141.2024,106.7205,120.1933,108.8906,246.4212,213.1174,211.3132,333.3977,172.3824,117.94,145.0168,1187.199417
04/01/2018,104.91,97.17,84.11,101.32,98.49,101.17,305.4909,230.3628,103.3155,104.0755,305.5744,141.5919,106.7036,120.0186,109.6621,246.7067,214.3479,211.5137,333.6628,172.3884,117.68,144.8612,1187.951283
05/01/2018,105.08,97.54,84.21,101.26,98.55,101.14,304.2346,230.3336,103.2853,104.2245,305.8401,141.5509,106.6761,120.1126,110.2388,246.6854,213.9964,211.7927,334.848,172.5124,117.36,144.9394,1188.291862
08/01/2018,104.96,97.84,84.29,101.53,98.52,101.28,305.3482,230.0717,103.2412,104.0733,306.5377,141.4527,106.6907,120.1005,110.4193,245.8038,214.8807,211.8473,335.6249,172.6359,117.46,144.9669,1188.518728
09/01/2018,104.94,97.94,84.25,101.46,98.5,101.15,305.4593,229.8817,103.2196,104.0306,306.7672,141.3493,106.6741,120.4384,110.6904,245.4308,214.0436,212.0319,335.1234,172.05,117.39,144.9997,1188.253066
10/01/2018,104.43,97.95,84.1,101.52,98.27,101.08,306.1687,230.1067,103.2603,103.9926,305.7469,141.4042,106.6734,120.513,110.4631,244.7973,214.804,212.1913,334.854,172.0505,117.46,144.851,1188.345385
11/01/2018,104.22,98.05,84.01,101.56,98.15,100.95,307.4174,229.6208,103.2781,103.993,305.5304,141.5014,106.646,120.3851,110.5787,245.0678,214.7263,212.0779,333.6524,172.2409,117.38,144.9916,1189.131128
12/01/2018,104.11,98.16,83.96,101.53,98.11,101.01,309.2429,229.3498,103.2743,103.9779,305.8136,141.8949,106.6182,120.1178,110.993,246.0602,215.5652,212.4925,332.8726,172.481,117.16,145.0822,1188.815381
15/01/2018,104.15,98.08,83.98,101.47,98.12,101.06,309.2429,229.3498,103.2719,103.8945,304.3127,142.1593,106.6378,120.1659,111.1089,246.4275,215.5652,212.4745,332.8726,172.481,117.16,145.0822,1188.815381
16/01/2018,104.51,98.08,83.96,101.5,98.1,101.05,308.0727,229.3368,103.2853,103.8895,304.244,142.4111,106.6318,119.9605,111.1276,245.5934,216.1817,212.3978,333.3532,172.6402,117.04,145.0987,1186.513686
17/01/2018,104.92,98.68,84.23,101.81,98.38,101.04,307.0213,229.3557,103.2885,103.8089,304.3277,142.9256,106.6098,119.9016,111.2571,244.9162,214.6822,212.8345,333.8611,172.3359,116.81,145.3057,1187.316744
18/01/2018,104.6,98.61,84.3,101.73,98.23,101.11,306.7513,229.6358,103.2661,103.8289,304.7578,143.3534,106.5928,120.1454,111.2535,245.1181,215.9511,213.0145,334.7594,171.9803,116.8,145.2652,1186.867682
19/01/2018,104.71,99.08,84.48,101.96,98.32,101.17,306.3494,229.7853,103.2702,103.8901,304.9755,142.7908,106.6033,120.196,111.8237,245.6131,216.2464,213.1418,334.8786,171.665,116.76,145.142,1190.525308
22/01/2018,104.67,99.08,84.26,101.89,98.28,101.06,306.1662,230.0716,103.2579,103.8877,304.3194,143.0571,106.5687,120.172,112.1044,245.8419,216.4959,213.2063,335.6468,171.4067,116.67,145.1416,1189.127202
23/01/2018,104.7,99.02,84.21,101.91,98.29,101.05,308.2344,229.7328,103.2257,103.9041,303.6103,143.068,106.5895,120.1626,112.624,245.6912,216.7808,212.8294,334.4402,171.8693,116.65,145.2376,1187.829124
24/01/2018,105.15,98.72,83.97,101.81,98.42,100.92,307.5722,229.7015,103.2174,103.7998,303.4105,143.8898,106.5717,120.3197,112.3403,245.9508,217.0043,213.3501,332.9837,171.6153,116.54,145.1981,1186.274564
25/01/2018,105.53,98.82,83.86,101.73,98.68,100.93,307.5696,229.8671,103.2259,103.7192,302.2708,144.2354,106.5821,120.047,111.8988,247.7159,216.8294,213.3837,333.6977,171.9353,116.56,145.2691,1187.10229
26/01/2018,106,99.26,84.13,101.9,98.72,100.68,307.6812,229.7345,103.2277,103.7126,302.8924,144.1203,106.5547,119.8614,112.526,246.8885,215.9299,213.7813,334.0105,171.4979,116.3,145.2702,1189.007558
29/01/2018,105.3,99.03,84.05,101.69,98.52,100.61,306.1444,229.7552,103.2346,103.6033,302.9447,143.8139,106.5424,120.1262,112.1734,245.79,214.7639,213.7949,333.983,171.4545,116.01,145.4403,1189.138505
30/01/2018,105.32,99.06,84.15,101.57,98.55,100.71,303.7168,229.9971,103.2785,103.5111,302.4678,144.0823,106.5418,120.2881,111.1764,245.3259,212.0193,213.734,334.0752,171.2976,115.83,145.5719,1185.97122
31/01/2018,105.18,99.52,83.96,101.85,98.58,100.62,304.2213,230.572,103.3041,103.4804,302.3019,144.2936,106.5406,120.0431,111.0838,246.1765,214.4768,214.0832,335.042,171.3613,116,145.4552,1185.385945
01/02/2018,105.1,99.5,84,101.64,98.47,100.59,304.5927,231.0706,103.3009,103.4054,302.9827,144.8125,106.5343,120.3604,110.7793,246.0048,215.9363,214.3605,335.2973,171.1872,116.11,145.4315,1184.465842
02/02/2018,104.9,99.27,83.86,101.54,98.36,100.55,303.0307,230.9284,103.3288,103.2045,303.2576,144.3979,106.5288,120.8232,109.5724,244.9406,214.0894,214.5921,335.069,170.6544,115.13,145.3532,1184.77327
05/02/2018,103.63,98.82,83.63,101.57,97.94,100.69,301.7919,230.7772,103.3554,103.3848,303.849,144.7367,106.5926,121.0287,107.3311,244.2544,214.9542,213.9185,334.4535,170.9009,110.42,145.5381,1182.401064
06/02/2018,103.05,98.85,83.66,101.71,97.58,100.71,298.6298,230.7655,103.4327,103.5747,304.3197,144.469,106.5927,120.8511,106.0199,242.5998,211.837,213.8616,333.1908,170.2568,111.18,145.6338,1181.86565
07/02/2018,103.06,99.04,83.42,101.8,97.67,100.68,294.5583,231.0322,103.4551,103.5365,305.1862,144.5043,106.603,121.0232,106.3224,243.2832,209.1476,214.0299,332.3863,170.6852,113.4,145.8423,1182.005496
08/02/2018,102.65,98.12,83.26,101.35,97.59,101.02,294.8871,230.9835,103.5514,103.4696,304.2858,144.0566,106.5797,121.2425,105.0112,241.4722,209.3536,214.8147,332.0242,170.1238,109.96,145.6985,1179.101296
09/02/2018,102.96,98.33,83.58,101.25,97.71,101.38,293.3495,230.6772,103.5285,103.4932,305.2289,144.103,106.6445,121.4852,104.2338,240.7569,208.5405,214.2577,329.3948,170.3459,110.66,145.7338,1178.408843
12/02/2018,103.11,98.77,83.49,101.44,97.66,101.17,292.3874,230.8757,103.5474,103.6266,305.496,144.5761,106.5997,121.2767,104.9237,241.4841,207.2154,214.5734,330.4125,171.0333,111.57,145.9565,1179.031807
13/02/2018,103.11,99.17,83.44,101.74,97.79,101.25,292.755,231.2243,103.5829,103.5019,304.5997,144.4572,106.6099,121.2547,104.9236,241.8647,207.922,214.782,330.346,171.159,111.79,145.9403,1178.598946
14/02/2018,102.57,99.52,83.53,102.03,97.78,101.35,294.833,231.3603,103.6057,103.58,304.321,144.7779,106.5715,121.1119,105.4295,242.9494,210.2826,215.5419,329.8077,170.5718,112.07,145.9155,1180.858964
15/02/2018,102.7,99.62,83.58,102.28,97.93,101.07,293.7754,231.4361,103.5763,103.5339,304.8494,144.6758,106.5709,120.9699,105.8819,244.7262,210.2211,215.6168,330.0718,171.1085,111.68,145.7434,1181.565472
16/02/2018,103.4,99.27,83.34,102.21,98.16,100.88,294.1833,231.5343,103.5806,103.5835,305.3654,144.977,106.6078,120.8705,105.884,244.183,211.8249,215.3831,330.3385,171.468,111.79,145.6899,1183.66081
19/02/2018,103.47,99.23,83.28,102.24,98.14,100.91,294.1833,231.5343,103.6144,103.5907,305.2599,144.5151,106.5953,120.9287,106.037,244.6714,211.8249,215.5486,330.3385,171.468,111.79,145.6899,1183.66081
20/02/2018,102.6,99.51,83.36,102.27,97.78,100.99,295.0391,231.4649,103.6453,103.4848,304.7428,143.9999,106.584,120.9549,105.7542,243.8402,211.7891,215.7955,331.3551,171.7086,111.93,145.9597,1183.0258
21/02/2018,102.6,99.65,83.4,102.36,97.68,101.03,295.4688,231.3069,103.6288,103.4798,305.6259,144.4833,106.5728,121.0886,105.7876,243.8124,211.8302,216.257,332.6953,171.5291,112.14,146.0488,1182.657303
22/02/2018,102.7,100.02,83.46,102.45,97.74,100.98,295.687,231.56,103.6902,103.6518,306.1501,144.4155,106.5882,121.1011,105.6317,243.1524,211.5392,216.0054,333.645,171.9026,112.3,146.1231,1184.31251
23/02/2018,103.05,100.09,83.4,102.58,97.9,101.02,295.0954,231.4122,103.7763,103.7709,307.0265,144.8072,106.6356,120.9013,105.9705,243.5249,211.5392,216.0192,334.3351,171.8677,112.47,146.1328,1183.853936
26/02/2018,103.46,99.93,83.27,102.51,98.02,101,294.632,231.6198,103.7371,103.835,307.1102,144.1152,106.6285,120.8867,106.091,244.1895,211.5189,216.1079,335.0824,171.9671,112.24,146.0448,1184.204171
27/02/2018,102.94,100.16,83.28,102.49,97.95,100.97,292.5633,231.6228,103.7008,103.7541,306.8676,143.6774,106.5852,120.812,105.9564,244.0239,211.0934,216.587,334.9062,171.9181,111.7,145.9518,1183.814471
28/02/2018,102.85,100.19,83.31,102.5,97.99,101.23,291.089,231.6861,103.713,103.6694,307.2444,143.8849,106.5898,120.6775,105.807,242.7937,207.4592,216.2535,333.9508,172.079,111.72,145.7039,1182.507798
01/03/2018,102.8,99.69,83.33,102.37,97.94,101.03,288.4786,231.7869,103.7215,103.677,307.3599,143.7988,106.6209,120.8031,105.9092,241.881,204.1081,215.4423,332.6627,171.7746,111.35,145.6127,1185.112147
02/03/2018,102.87,99.66,83.55,102.24,98,101.09,289.6315,231.5888,103.7225,103.6124,306.0968,143.4719,106.5938,120.8341,105.946,241.8033,204.8759,215.5285,332.8627,172.0395,111.45,145.6027,1186.0276
05/03/2018,103.09,99.5,83.4,102.3,97.97,100.99,290.3952,231.3407,103.7389,103.7186,306.2128,143.9323,106.6028,120.8327,105.6738,242.4226,204.799,215.8064,333.5644,172.2324,111.5,145.5481,1187.105636
06/03/2018,102.68,99.62,83.51,102.53,97.85,101.1,289.8657,231.8308,103.7097,103.829,306.4835,144.1719,106.5971,120.7703,105.9887,243.5779,204.957,216.0625,333.7819,172.4201,111.58,145.6104,1190.391111
07/03/2018,102.58,99.74,83.59,102.52,97.83,101.03,288.73,231.6024,103.7195,103.8434,305.8863,143.9808,106.5965,120.7654,105.8356,243.1582,205.3124,216.0782,333.3748,172.5219,111.76,145.7138,1190.536594
08/03/2018,102.78,100.14,83.79,102.7,97.82,101.12,289.1243,231.3722,103.7208,103.9058,306.5838,143.9244,106.5959,120.6669,105.9012,242.4207,203.8985,216.154,333.8534,172.8733,111.9,145.7066,1188.573668
09/03/2018,102.79,100.39,83.77,102.69,97.78,101.02,291.5289,231.4823,103.7447,103.892,307.2655,144.4509,106.5953,120.7108,106.138,242.6722,206.4453,216.3421,333.6927,173.1958,111.71,145.8268,1188.686565
12/03/2018,102.36,100.12,83.8,102.6,97.63,101.08,290.6251,231.6763,103.7418,103.9305,306.6715,143.9794,106.5883,120.6663,106.3137,242.7931,205.8651,216.6213,334.3722,173.4685,111.75,145.8511,1189.483453
13/03/2018,102.74,100.24,83.82,102.72,97.8,101.26,290.8192,231.9732,103.7443,103.8622,305.9069,144.0932,106.6091,120.5528,106.432,243.4898,206.1177,216.6711,334.674,173.655,111.64,145.9796,1188.636773
14/03/2018,102.57,100.53,83.92,102.89,97.77,101.36,290.7766,231.9109,103.7625,103.8167,305.8184,143.8841,106.6405,120.3703,106.2702,243.704,206.3779,216.3569,334.7294,173.3622,111.66,146.0002,1188.676462
15/03/2018,102.67,100.72,84.12,102.93,97.83,101.44,291.5692,231.8308,103.767,103.818,305.4036,143.969,106.6377,120.3069,106.2035,243.1998,207.1792,216.4934,335.1437,173.4806,112.09,145.8859,1188.625469
16/03/2018,102.81,100.65,84.09,103.01,97.9,101.52,292.1076,231.9022,103.7612,103.9033,305.1463,144.2243,106.6435,120.2913,106.1344,242.4916,208.8805,216.7665,334.9061,173.5996,112.54,145.9541,1187.972547
19/03/2018,103.34,100.68,84.04,103.12,98.12,101.54,292.3312,231.8856,103.7853,103.8952,303.9344,144.034,106.6257,120.2693,106.1766,242.4374,209.7889,216.7026,334.0581,173.4655,111.94,146.3529,1186.905128
20/03/2018,103.33,101.65,84.11,103.63,98.15,101.46,293.0908,231.5282,103.7211,103.9954,305.126,144.4367,106.625,120.2945,106.1316,242.1772,210.9967,217.2484,333.3615,173.43,112.08,146.1434,1186.456796
21/03/2018,102.88,101.41,83.98,103.5,98.04,101.46,294.4877,231.6639,103.6862,103.9506,305.7706,144.5838,106.5815,120.3888,106.2141,242.2223,212.9556,217.7627,331.4377,173.8333,112.4,146.1024,1187.058353
22/03/2018,103.28,101.22,84.03,103.39,98.09,101.49,293.502,231.9389,103.6574,103.9345,305.5208,144.0783,106.6236,120.2514,105.9465,243.3528,212.0113,217.1597,331.5903,173.9873,111.22,146.1787,1185.653865
23/03/2018,103.65,101.11,83.87,103.28,98.23,101.37,294.0957,231.7957,103.6237,103.9696,305.3857,144.2503,106.6445,120.3943,105.3839,243.8542,213.4439,217.1348,329.5621,174.1765,110.57,146.0607,1183.93449
26/03/2018,103.7,101.56,84.05,103.37,98.15,101.52,295.3577,231.7834,103.589,104.0103,305.1332,144.5638,106.6375,120.2301,105.8232,245.4124,213.8646,217.2054,330.5158,174.3107,110.46,146.306,1185.870932
27/03/2018,104.53,101.11,83.71,103.03,98.44,101.35,295.6766,231.6965,103.6346,104.1134,306.2401,144.4919,106.6637,120.2764,105.5755,245.2794,213.5558,216.8253,331.1028,174.168,110,146.5327,1183.879393
28/03/2018,105.24,100.27,83.72,102.5,98.64,101.37,295.6924,231.927,103.6772,104.0988,306.6637,144.1543,106.7061,120.2023,105.2496,244.9925,214.0609,216.6552,330.4985,174.1542,109.86,146.4608,1183.731848
29/03/2018,104.94,100.39,83.84,102.5,98.51,101.65,293.4658,231.6148,103.6899,104.163,308.0814,144.1489,106.6892,120.1133,105.2405,244.4671,213.1087,216.8182,331.1139,174.0599,110.02,146.5082,1183.79044
30/03/2018,104.92,100.37,83.9,102.54,98.5,101.69,293.4658,231.6148,103.6899,104.163,308.0814,144.1489,106.6892,120.1133,105.2475,244.4671,213.1087,216.8182,331.1139,174.0599,110.02,146.5082,1183.783442
02/04/2018,105.12,100.71,83.92,102.59,98.59,101.67,293.1774,231.761,103.6899,104.163,308.0814,144.1489,106.6892,120.1133,104.987,244.4671,212.6293,216.8182,329.4879,174.2413,110.02,146.5549,1183.812631
03/04/2018,105.41,100.75,83.93,102.56,98.7,101.66,292.8046,231.7853,103.6951,104.0493,308.5591,143.8873,106.7077,120.1204,105.2795,244.6064,212.1322,216.9126,330.0238,174.4446,109.63,146.378,1185.570492
04/04/2018,105.55,100.47,83.9,102.47,98.78,101.52,292.4347,232.164,103.7154,103.9133,307.9846,143.6252,106.7072,120.1361,105.2239,244.0025,211.5109,216.9714,328.7602,174.5147,109.7,146.449,1186.8502
05/04/2018,105.35,100.57,83.8,102.58,98.7,101.37,291.5317,231.9208,103.713,103.7874,308.5593,143.4824,106.6797,120.2234,104.829,244.2056,210.7526,217.2556,330.1512,174.3855,109.7,146.3234,1188.04645
06/04/2018,105.44,100.55,83.78,102.6,98.75,101.44,289.7726,231.8537,103.6861,103.7236,307.434,143.5092,106.6951,120.1346,104.8541,243.3635,209.1508,216.9066,329.5752,174.3115,109.1,146.3833,1185.730828
09/04/2018,105.62,100.71,83.87,102.52,98.86,101.45,288.749,232.1195,103.6955,103.7794,306.8052,143.6794,106.6828,120.0229,104.9126,242.968,209.303,216.7261,329.5342,174.7425,109.21,146.2321,1187.598562
10/04/2018,104.8,100.88,84.14,102.56,98.52,101.57,292.2349,232.305,103.7021,103.8672,305.6802,144.3154,106.6663,119.9165,104.9242,240.9723,212.1897,216.74,327.3281,174.9179,109.04,146.2101,1189.906108
11/04/2018,104.65,100.63,84.04,102.5,98.48,101.6,293.5201,232.5206,103.7143,103.6989,305.5667,144.7869,106.6873,119.853,105.0517,240.8543,213.9061,216.7277,325.9279,175.1221,109.26,146.2644,1191.066184
12/04/2018,104.3,100.91,83.81,102.63,98.33,101.46,291.9729,232.3908,103.7017,103.7444,307.621,144.5488,106.676,119.8628,104.987,241.8099,212.836,217.3801,326.4641,174.8407,109.65,146.2842,1191.501675
13/04/2018,104.26,100.57,83.87,102.54,98.31,101.4,293.0927,232.3825,103.6722,103.7383,307.7038,144.3507,106.6701,119.8346,104.9387,242.1258,213.6691,217.5862,326.8321,175.0019,110.15,146.3579,1191.02592
16/04/2018,104.88,100.69,83.95,102.53,98.52,101.4,293.5637,232.2249,103.6747,103.7802,306.9417,144.4087,106.6577,119.8222,104.9023,242.1793,214.5274,217.7122,327.0968,175.1213,110.84,146.4144,1188.397901
17/04/2018,104.57,101.22,83.95,102.94,98.43,101.61,293.5295,232.3243,103.6444,103.7237,307.7089,144.8415,106.6624,119.686,104.7733,242.7001,214.7617,217.5165,328.0523,175.2907,110.96,146.3011,1189.597366
18/04/2018,104.2,101.69,83.74,103.29,98.38,101.62,294.5146,232.5053,103.6501,103.6714,308.395,145.4766,106.6459,119.7032,104.7965,242.1465,216.9455,217.5552,326.7846,175.0056,111,146.3336,1190.3727
19/04/2018,103.91,101.8,83.48,103.27,98.36,101.62,294.7779,232.3382,103.6377,103.694,307.7564,145.059,106.6399,120.0256,104.9032,242.176,217.628,217.8154,327.0449,174.5542,110.94,146.3011,1187.702387
20/04/2018,103.94,101.74,83.29,103.29,98.33,101.46,296.1534,231.8937,103.632,103.7941,307.1871,144.5438,106.634,120.1057,104.738,240.908,217.4837,217.461,327.3392,174.2252,110.79,146.38,1188.652725
23/04/2018,104.01,101.6,83.35,103.2,98.31,101.47,294.7628,231.8962,103.653,103.8266,306.5995,144.0933,106.6216,120.0297,104.6708,239.8444,218.096,217.4901,327.6723,174.0344,111,146.3309,1190.401186
24/04/2018,104.35,101.03,83.07,103.03,98.47,101.42,292.4031,231.8768,103.6685,103.8697,306.9714,144.199,106.6106,120.2205,104.7614,239.6793,216.6535,217.6848,327.4836,174.0103,110.79,146.3419,1190.913054
25/04/2018,104.48,100.87,83.19,102.98,98.48,101.45,292.0074,231.7861,103.6705,103.864,307.0352,143.9039,106.6101,120.3384,104.612,238.4819,216.4561,217.7455,327.6983,173.8166,110.58,146.2442,1191.15292
26/04/2018,104.14,100.91,83.61,103.13,98.54,101.62,293.096,231.4612,103.6737,103.9099,308.5022,144.4049,106.6094,120.1568,104.7448,238.4632,217.0791,217.6123,328.2376,173.988,110.81,146.2237,1192.92223
27/04/2018,104.53,100.62,83.95,103.02,98.61,101.65,292.2806,231.2524,103.6842,103.9028,310.314,144.7656,106.6245,119.9551,104.8509,238.3234,215.6175,217.0144,328.2064,174.2446,110.97,146.2246,1196.054801
30/04/2018,104.6,101.02,84.17,103.12,98.66,101.5,291.7652,231.1427,103.6834,103.9611,310.2572,143.9954,106.6173,119.8759,104.8939,237.8363,215.6591,217.0194,327.7914,174.2828,111.05,146.2946,1193.650915
01/05/2018,104.2,100.74,84.38,102.85,98.45,101.69,289.109,230.7885,103.6967,103.959,310.9659,143.5666,106.6162,119.8963,104.9381,237.0048,214.0241,217.0229,327.0861,174.2672,111.05,146.2493,1196.526897
02/05/2018,103.63,101.17,84.81,102.95,98.23,101.76,289.3712,231.2578,103.6842,104.0234,309.9948,142.8883,106.6058,119.9745,104.9765,237.0812,214.5649,217.213,327.0683,174.6135,111.22,146.26,1194.191567
03/05/2018,103.87,102.04,85.07,103.28,98.36,101.69,288.8026,231.1542,103.7001,104.1176,309.1347,142.6476,106.6363,119.9435,104.8178,237.1892,213.8037,216.6527,327.0982,174.6207,111.18,146.2117,1191.579864
04/05/2018,103.38,101.76,85.19,103.11,98.18,101.62,292.1173,230.8329,103.7036,104.1076,309.3079,143.0872,106.6459,119.9016,104.9654,236.6996,216.0069,216.8574,327.035,174.8822,111.16,146.3487,1193.024493
07/05/2018,103.04,102,85.16,103.24,98.03,101.56,295.2577,231.101,103.7036,104.1076,309.3079,143.0872,106.6459,119.9016,105.1605,236.6996,218.261,216.8574,327.0351,174.9932,111.16,146.4818,1194.050112
08/05/2018,102.93,102.12,85.24,103.29,97.96,101.6,292.2217,230.7553,103.7112,104.192,307.963,142.691,106.6225,119.9058,105.1574,235.8741,215.7989,217.0106,327.1393,174.8191,111.39,146.6377,1194.283269
09/05/2018,102.5,101.8,85.2,103.06,97.68,101.5,295.6047,230.7669,103.7108,104.2594,307.7077,143.4963,106.5958,119.9699,105.3894,235.249,218.5452,217.2735,326.7338,174.6228,111.34,146.6421,1193.878638
10/05/2018,102.36,101.9,85.1,103.02,97.6,101.55,295.0064,230.948,103.7102,104.2534,308.5805,144.1657,106.5793,119.802,105.5118,235.9421,217.7835,216.8269,327.5146,175.0081,111.31,146.8501,1194.347423
11/05/2018,102.55,102.59,85.07,103.23,97.69,101.65,296.4962,231.0243,103.6851,104.1306,307.7302,144.1821,106.5573,119.8179,105.6925,237.0186,218.5019,216.6064,327.8113,175.4016,111.52,146.954,1194.930111
14/05/2018,102.53,102.41,85.03,103.13,97.64,101.62,296.4323,230.9222,103.6879,104.1263,307.1668,143.7452,106.5396,119.92,105.7978,237.1081,219.8799,216.5815,327.8221,175.4501,111.86,146.8917,1196.534645
15/05/2018,102.52,102.44,84.76,103.17,97.63,101.56,295.8612,230.4065,103.6909,104.1508,306.3942,142.519,106.4912,120.0954,105.6877,237.0475,220.0154,216.9797,326.0264,173.7874,111.67,146.8889,1197.209324
16/05/2018,102.17,102.23,84.9,103.09,97.51,101.6,296.8038,230.1913,103.6973,104.1585,306.5342,143.0148,106.5066,120.0911,105.5982,236.8249,221.0008,216.9467,326.1969,173.7138,111.78,146.9853,1198.699769
17/05/2018,101.95,102.25,84.75,103.16,97.48,101.61,296.4541,230.3372,103.6997,104.2884,307.3864,142.8225,106.4901,120.3271,105.7717,236.5363,220.808,217.0628,326.3783,173.808,111.88,146.9769,1200.179782
18/05/2018,102.47,102.72,84.78,103.38,97.57,101.66,294.8949,230.3722,103.7162,104.3593,306.0703,142.0567,106.5215,120.2191,105.6777,236.3138,220.1858,216.7924,326.6734,173.9945,111.88,146.7568,1200.982593
21/05/2018,102.63,103.05,84.73,103.61,97.55,101.67,295.613,230.4863,103.7113,104.4832,304.6218,141.8983,106.5147,120.1602,105.8664,235.9243,219.428,216.7895,326.3562,173.9975,111.9,147.0262,1204.678665
22/05/2018,102.4,102.69,84.67,103.46,97.55,101.67,294.2882,230.8872,103.7321,104.5201,304.5436,142.0154,106.4982,120.2183,105.9105,236.2817,219.1991,216.9317,325.9902,174.3145,112,146.9143,1205.269828
23/05/2018,102.86,102.81,85.17,103.49,97.7,101.72,292.7431,231.1718,103.749,104.5255,303.3039,141.0165,106.5718,120.2124,105.3494,237.9111,217.7603,216.2414,326.3377,173.7468,112.01,146.8347,1204.51872
24/05/2018,103.12,102.76,85.32,103.55,97.83,101.87,291.8312,231.1058,103.7883,104.6089,303.8581,141.5368,106.5712,120.091,105.1145,237.5638,217.0711,215.9795,327.1466,173.8629,112.15,147.0126,1204.080182
25/05/2018,103.41,102.5,85.34,103.52,97.9,101.86,288.2996,231.0841,103.8766,104.5721,305.4082,141.8919,106.6182,120.0672,104.9859,236.8189,214.3077,215.3093,326.5103,173.1798,112.22,146.9626,1205.643827
28/05/2018,103.56,102.6,85.31,103.54,97.92,101.88,288.2996,231.0841,103.8766,104.5721,305.4082,141.8919,106.6182,120.0672,104.8078,236.8189,214.3077,215.3093,326.5103,173.1798,112.22,146.9626,1205.643827
29/05/2018,103.8,102.99,85.54,103.74,98.08,101.95,289.1563,230.9756,103.8809,104.8427,308.337,141.7402,106.7744,120.4284,104.0759,236.5781,213.8708,213.6407,325.793,170.1576,111.32,147.1017,1204.829924
30/05/2018,103.96,103.08,85.47,103.8,98.14,101.83,291.7915,231.092,103.9154,104.7237,308.9928,142.3911,106.6892,120.0878,104.1161,234.7198,214.7869,214.3116,326.3153,170.6075,111.46,147.4459,1205.568991
31/05/2018,103.72,103.03,85.77,103.67,98.04,101.94,290.6681,231.3033,103.8657,104.8995,307.4034,141.2474,106.7151,119.872,104.038,233.8211,213.7234,214.6364,326.1384,170.5591,111.62,147.5535,1204.899145
01/06/2018,103.24,103.22,85.89,103.68,97.75,102.03,290.135,231.525,103.7837,105.1606,307.7037,141.366,106.6616,119.7211,104.3843,234.7456,213.5125,215.4204,326.3453,170.5738,111.62,147.8503,1205.780212
04/06/2018,103.62,103.33,85.97,103.66,97.86,102.1,292.863,231.6202,103.7305,105.1194,307.2228,141.4062,106.6174,119.8196,104.6636,234.4882,213.7954,215.8606,325.9556,170.4712,111.91,148.0848,1207.132611
05/06/2018,103.44,103.44,86.07,103.66,97.8,102.11,293.5752,231.9715,103.7098,105.2175,306.2228,140.5804,106.6378,119.8615,104.7235,234.3826,213.2617,215.743,326.9814,170.6996,111.97,148.0292,1209.235672
06/06/2018,103.26,103.34,85.74,103.52,97.7,101.92,291.9971,231.9881,103.6688,105.2903,305.9734,140.8931,106.5792,119.9215,104.8178,234.3417,212.1597,215.8962,327.3325,170.3417,111.91,148.1464,1211.754939
07/06/2018,103.51,102.97,85.59,103.35,97.77,101.8,295.2141,231.8935,103.6052,105.5615,305.5672,141.0957,106.5682,119.9269,104.8671,233.2329,214.6546,215.8372,326.1853,170.4311,111.92,148.1672,1213.140656
08/06/2018,103.79,102.78,85.62,103.42,97.86,101.73,294.0017,231.2835,103.6715,105.44,305.0588,140.756,106.5729,119.967,104.7013,232.5032,213.591,215.712,326.3907,170.4354,111.9,148.0229,1213.338525
11/06/2018,103.38,102.54,85.52,103.38,97.77,101.66,294.5723,231.1412,103.6448,105.5401,304.7448,141.0341,106.5499,119.9348,104.8648,231.7982,213.777,215.9448,326.1182,170.6979,111.96,147.9813,1221.064021
12/06/2018,103.45,102.33,85.52,103.37,97.85,101.7,291.936,231.1598,103.6333,105.4329,303.6798,140.7576,106.5598,119.821,104.841,231.837,213.0627,216.0348,326.7764,170.9147,112.16,147.8271,1219.589246
13/06/2018,103.41,102.35,85.45,103.57,97.85,101.65,293.7817,230.8334,103.6304,105.2968,302.9963,140.3611,106.5327,119.6856,104.7532,232.748,213.5675,216.3575,326.3338,171.217,112.23,148.0352,1223.945235
14/06/2018,103.2,102.17,85.47,103.53,97.78,101.68,294.6118,230.6119,103.6382,105.1653,303.9959,140.0814,106.5531,119.6543,104.9299,233.932,213.6534,216.6584,325.9647,171.5242,112.32,148.0658,1224.861878
15/06/2018,104.08,101.91,85.63,103.37,98.07,101.92,291.1063,229.9332,103.5919,105.0304,304.1989,139.7783,106.5598,119.6362,104.7727,234.6828,210.5665,216.5429,323.0124,171.4714,112.34,147.7878,1223.928814
18/06/2018,103.7,101.99,85.81,103.44,98,102.07,292.9383,229.783,103.6161,105.1849,304.0799,139.7944,106.555,119.6971,104.5998,233.7426,211.4792,216.474,323.1028,171.7544,112.42,147.9015,1222.747578
19/06/2018,103.7,101.51,85.82,103.37,97.99,102.1,293.3162,229.4019,103.6486,105.1125,304.9022,139.6987,106.5807,119.6943,104.0863,233.1159,210.7479,216.2876,322.6674,171.5831,112.22,147.9523,1222.2338
