Date,low_beta_new,momentum_new,quality_new,Equity Momentum,Equity Low Beta,Equity Quality,Commodity Carry,Commodity Curve,Credit Curve,Credit Carry,FX Carry,FX Value,Interest Rate Spread,Interest Rate Curve,Equity Trend,FX Trend,Commodity Trend,Interest Rate Trend,Commodity Volatility Carry,Interest Rate Volatility Carry,Equity Volatility Carry,COT,Merger Arb
31/08/2011,86.99,82.91,89.78,95,89.92,111.86,287.899,230.3185,95.861,89.069,278.4319,120.291,106.9503,130.0508,100.2719,255.7143,215.9544,189.7607,240.6849,128.7892,85.4,121.4618,1053.93737
01/09/2011,87.06,82.99,89.86,95.13,89.94,111.71,289.9117,230.1269,95.8403,89.248,278.745,120.7942,106.9861,129.8894,100.2931,256.4273,216.7058,190.2428,241.9887,128.6329,85.41,121.4189,1053.979408
02/09/2011,87.59,83.14,90.11,95.09,90.17,111.81,286.893,230.1305,95.851,89.2119,278.1717,120.7976,107.0066,129.0969,101.1787,257.3545,218.0673,190.321,240.7779,128.7214,85.13,121.416,1052.196624
05/09/2011,87.75,83.4,90.01,95.21,90.16,111.94,286.893,230.1305,95.7364,89.7169,278.9836,120.8617,107.0198,129.0227,102.134,256.9095,218.0673,190.5335,240.7779,128.7214,85.13,121.416,1052.188122
06/09/2011,87.91,83.71,89.82,95.39,90.21,112.16,285.8626,229.9171,95.5401,90.1199,278.3108,122.9154,106.9501,128.7,102.3212,252.4486,217.6416,190.426,239.264,128.9295,84.99,121.5094,1052.068669
07/09/2011,87.55,83.66,89.77,95.44,90.12,112.29,287.5423,230.0875,95.6891,89.833,278.3795,122.8595,106.9334,128.9899,101.3232,252.5279,216.7674,190.3358,239.4616,129.2717,84.91,121.4755,1055.316463
08/09/2011,87.62,83.64,89.71,95.39,90.15,112.45,288.9562,229.6911,95.632,89.749,277.9595,122.9517,106.9328,129.0752,101.3213,252.5462,216.7075,190.63,239.6826,129.5516,84.74,121.4939,1054.205525
09/09/2011,87.8,83.55,89.6,95.42,90.18,112.69,287.7114,229.3917,95.2723,90.3389,278.9583,123.5146,106.9472,129.0747,102.1518,251.2348,216.5591,190.8576,238.301,129.2309,84.17,121.4869,1051.124895
12/09/2011,87.94,83.76,89.36,95.58,90.15,112.73,287.3415,229.3642,94.7112,90.583,278.3752,122.9574,106.9297,128.535,102.8304,250.4764,215.5336,190.6019,239.7456,129.7129,84.08,121.4911,1052.893123
13/09/2011,87.64,83.83,89.42,95.69,90.06,112.62,287.709,229.0604,94.9357,90.3424,277.8795,122.8491,106.9344,128.6398,102.5025,249.0096,215.4718,190.2019,241.0066,129.8106,84.05,121.4374,1053.195158
14/09/2011,87.65,83.55,89.36,95.55,90.13,112.48,287.3324,228.8325,95.0418,90.3347,276.9513,122.9807,106.9279,128.532,102.2556,246.875,214.9662,189.722,242.282,129.9484,84.04,121.5375,1052.709032
15/09/2011,87.55,83.14,89.41,95.47,90.05,112.36,290.2656,228.9066,95.1341,89.9465,276.1207,122.3957,106.8178,128.6411,101.518,247.1477,214.4814,190.096,242.7132,129.6682,84.3,121.6573,1053.881486
16/09/2011,87.72,83.4,89.35,95.61,90.06,112.22,289.4916,229.2607,95.3976,90.1762,276.2235,122.5104,106.889,128.7214,101.2775,247.2908,215.2946,190.7645,243.3776,129.6483,84.53,121.6184,1056.555793
19/09/2011,87.92,83.82,89.51,95.9,90.17,112.36,289.7944,229.1663,95.3888,90.4611,275.425,122.6769,106.9161,128.4711,101.8241,246.0319,214.8808,191.2954,242.2717,129.4537,84.49,121.6978,1055.480361
20/09/2011,88.66,83.67,89.49,95.83,90.41,112.36,290.9093,229.0697,95.319,91.0193,274.192,122.7985,106.8941,128.5104,101.6529,243.8725,215.3267,191.3583,242.8716,129.6231,84.6,121.6418,1055.528911
21/09/2011,88.98,83.68,89.56,95.6,90.5,112.16,290.1502,228.9617,95.2651,90.9593,272.7515,122.1992,106.8774,127.71,102.0661,243.1512,215.3329,191.35,243.1031,130.4567,84.35,121.6885,1052.732837
22/09/2011,89.62,83.54,89.4,95.56,90.7,111.94,288.7631,228.381,94.7465,91.2348,271.1471,121.2752,106.893,127.2026,103.1929,239.2195,214.1833,191.0006,239.0203,129.039,83.55,122.0289,1050.176604
23/09/2011,89.58,83.3,89.06,95.48,90.74,111.94,286.2842,228.1995,94.7336,91.0122,272.6303,120.4321,106.8712,127.3573,103.1293,240.3047,211.1428,191.2553,233.9925,129.9414,83.59,122.0759,1052.490196
26/09/2011,89.75,82.8,89.02,95.09,90.76,111.8,284.0888,228.1834,94.7596,90.9848,272.2005,121.4386,106.8429,127.7416,102.8764,239.6943,210.0269,191.3885,233.5207,129.8146,83.59,122.0362,1052.869111
27/09/2011,89.57,82.53,89.52,94.85,90.65,111.89,286.6016,228.1444,95.0344,91.1605,272.8261,121.6264,106.858,128.0906,101.7453,241.6246,210.3138,190.6305,235.8925,129.3043,83.51,122.1137,1053.301547
28/09/2011,90.05,82.47,89.44,94.58,90.78,111.66,287.2141,227.9557,95.065,91.4146,273.1102,121.5815,106.8468,128.0818,101.9891,241.0213,209.9511,190.109,233.8704,129.6811,83.12,122.2048,1050.511978
29/09/2011,90.52,81.56,89.3,94.01,90.89,111.35,287.4836,228.0882,95.1031,91.3284,272.5195,121.4867,106.8355,127.8574,101.6941,239.7272,209.6201,189.7017,234.577,130.0596,83.2,122.246,1051.976129
30/09/2011,91.06,81.43,89.35,93.88,91.13,111.46,290.6748,228.332,94.7647,91.5645,274.0592,120.9394,106.8564,127.5825,102.193,239.8729,211.0703,189.5331,233.8139,130.1331,82.65,122.3376,1050.084973
03/10/2011,91.52,81.46,89.74,93.76,91.29,111.56,290.8907,228.4012,94.7098,91.5889,273.1999,121.3353,106.9175,127.2147,102.7676,239.5272,209.7369,189.5362,233.4532,129.565,82.38,122.4269,1046.821643
04/10/2011,91.25,81.17,89.77,93.62,91.16,111.72,289.62,228.2469,94.6517,91.3223,273.0852,120.9198,106.9323,127.0334,103.1682,238.9662,210.3963,189.2495,232.2786,129.494,82.53,122.6729,1048.391998
05/10/2011,90.22,81.35,89.92,93.79,90.78,111.97,289.9334,228.1472,94.6547,90.9789,273.9178,121.3631,106.8425,127.3425,102.6391,238.5762,211.7818,189.0136,232.6432,129.4802,82.58,122.5216,1048.162193
06/10/2011,89.73,81.44,89.87,94.09,90.51,112.05,292.3317,228.2743,94.7262,90.7818,275.1007,121.3414,106.7476,127.3816,101.6923,238.797,212.3566,187.737,234.4313,129.2412,82.6,122.7003,1052.485903
07/10/2011,90.08,81.95,90.29,94.33,90.68,112.14,293.8597,228.4455,94.816,90.7841,275.7952,121.7103,106.7244,127.454,101.4806,239.2225,211.3868,187.1186,235.3442,128.6397,82.86,122.6401,1052.066262
10/10/2011,89.62,82.21,90.36,94.44,90.52,112.27,295.7922,228.8109,94.8947,90.691,274.3239,121.6189,106.6958,127.5037,100.8774,239.535,211.8066,186.9856,237.6051,128.6397,83.33,122.6944,1054.495557
11/10/2011,89.24,82.2,90.1,94.39,90.38,112.24,291.9732,228.6845,95.0356,90.7993,275.2228,121.58,106.6795,127.6425,100.6493,239.4865,211.5751,187.4161,237.1527,128.2934,83.64,122.5817,1055.291546
12/10/2011,88.79,81.68,90.1,94.21,90.25,112.26,295.1722,228.8514,95.1477,90.8181,274.0251,122.0643,106.683,127.9854,100.2132,239.0789,212.1733,187.4995,239.4613,128.086,84.31,122.9077,1055.919303
13/10/2011,89.19,82.18,90.13,94.54,90.42,112.44,296.2526,228.5358,95.0497,90.9173,275.9265,121.32,106.7623,128.0647,100.4022,240.3056,214.6154,187.9332,239.4573,128.5272,84.36,123.0823,1056.021623
14/10/2011,88.86,82.33,90.13,94.64,90.32,112.38,298.016,228.2188,95.1436,90.9791,274.5166,121.5532,106.7087,128.5545,100.1182,240.6517,214.9377,187.3769,239.4045,128.7887,85.03,123.2288,1057.21987
17/10/2011,89.46,82.53,89.98,94.75,90.56,112.19,297.538,228.0985,95.1642,91.202,275.1486,121.3666,106.7922,128.4391,100.2298,240.8679,213.9939,188.0368,240.7239,128.8695,84.49,123.0033,1056.507345
18/10/2011,89.19,82.12,89.73,94.38,90.47,111.98,298.609,228.0376,95.2086,91.362,274.6853,121.0816,106.8333,128.4618,100.3837,242.0128,214.6679,188.4087,240.3167,129.172,84.29,122.907,1056.92949
19/10/2011,89.68,81.85,89.99,94.08,90.66,112.07,297.2413,228.3145,95.2461,91.4773,273.9617,121.249,106.8183,128.4992,100.356,241.8492,214.9756,188.229,240.8319,129.4771,83.59,122.8764,1055.890818
20/10/2011,89.99,81.75,89.69,94.18,90.77,111.78,295.766,228.3261,95.1827,91.7193,273.948,120.5876,106.8112,128.4641,100.7651,243.5225,216.5594,188.1838,239.8788,129.6193,83.22,122.8538,1055.865532
21/10/2011,89.97,81.82,90.12,94.37,90.8,111.96,296.3967,228.2775,95.2076,91.6689,272.3507,120.564,106.7802,128.6645,100.3718,243.9372,214.5302,187.447,241.197,130.2364,83.52,123.0123,1057.365601
24/10/2011,88.75,81.86,90.29,94.67,90.46,112.22,297.6873,228.5249,95.272,91.9559,273.5846,121.0695,106.7623,128.6647,99.8931,242.3882,211.7815,187.4538,243.2696,130.3889,84.45,123.0373,1057.756096
25/10/2011,89,81.57,90.33,94.65,90.51,111.99,298.9945,228.7631,95.2321,91.951,275.89,121.059,106.8319,128.7167,100.0123,241.4325,213.3371,187.9608,242.1495,130.4847,84.22,122.982,1055.639832
26/10/2011,89.1,81.52,90.72,94.77,90.37,111.84,299.6868,228.8354,95.2773,91.843,276.9716,121.2534,106.8575,128.9823,99.9647,240.957,213.8068,188.0965,241.8713,130.6029,84.58,123.0489,1059.168168
27/10/2011,87.65,80.76,90.97,94.43,89.95,112,302.1551,228.8966,95.4541,91.6645,274.4802,121.776,106.7127,129.4008,99.0329,241.127,212.3138,187.6333,242.8763,130.0177,84.23,123.06,1062.687051
28/10/2011,87.41,80.55,91.18,94.51,89.96,112.04,299.9622,229.1079,95.4385,92.079,276.1565,121.4052,106.7444,129.4829,99.0399,240.7842,210.4846,188.2483,244.4617,130.5281,84.53,123.0141,1063.396699
31/10/2011,88.18,81.07,91.34,94.81,90.2,111.79,299.3789,229.0424,95.3187,92.2669,277.305,121.7072,106.8293,129.3846,99.5201,239.9066,210.027,189.2467,245.2333,130.243,83.68,122.8594,1061.976063
01/11/2011,88.83,81.69,91.18,94.93,90.3,111.67,299.0744,228.9718,95.0147,92.1591,277.7403,121.7261,106.8481,128.7543,100.0114,240.8359,213.1859,189.1305,243.6443,127.8281,81.59,122.8947,1060.260014
02/11/2011,88.55,81.94,91.08,95.17,90.17,111.53,300.4648,229.0352,95.1946,91.8237,277.029,121.693,106.8264,128.983,99.9087,239.1926,213.2358,188.99,244.1997,128.7615,81.73,122.9564,1061.942548
03/11/2011,88.46,81.87,91.09,95.21,90.11,111.58,300.549,228.8113,95.2394,91.8594,277.8617,122.1599,106.8203,129.3979,99.8002,238.9713,213.1446,189.09,244.14,129.1238,81.77,122.868,1062.638502
04/11/2011,88.62,82.13,91.31,95.42,90.24,111.89,300.764,228.7717,95.1688,91.8123,277.2414,122.2937,106.8038,129.3659,99.7146,238.4175,213.5406,188.5971,245.3246,129.6595,81.95,122.8401,1061.593819
07/11/2011,88.99,81.81,91.25,95.29,90.3,111.81,302.3924,229.0908,95.1639,91.7709,277.4544,122.1024,106.7911,129.1779,99.8324,239.017,215.6736,188.2651,244.9954,129.7934,82.51,123.0001,1063.889234
08/11/2011,89.03,81.89,91.53,95.34,90.32,112.01,302.425,228.8555,95.2345,91.8269,277.6355,122.2825,106.7906,129.2633,99.7667,238.7415,214.8535,187.7474,245.2258,130.0879,82.89,122.9607,1065.066979
09/11/2011,89.3,82.08,91.55,95.37,90.44,111.99,302.3623,228.3454,95.1396,91.7371,279.5009,121.8506,106.7887,128.7285,99.8409,239.0434,216.2623,187.0466,244.9994,129.8821,80.65,122.9882,1062.695853
10/11/2011,89.57,81.98,91.6,95.24,90.43,111.86,304.3292,228.091,95.0798,91.8318,279.4875,122.3092,106.7613,128.9881,100.0814,238.8348,217.0626,186.7868,245.1935,130.1197,81.25,122.8738,1063.405378
11/11/2011,89.48,81.93,91.71,95.28,90.29,111.95,304.5834,228.3451,95.0575,91.6099,277.7052,122.7016,106.739,129.1161,99.8887,238.6667,217.3066,186.6726,245.7916,130.1197,81.51,122.9607,1064.81107
14/11/2011,89.44,81.85,91.6,95.32,90.33,111.89,303.8858,228.4449,94.9275,91.8447,279.2887,122.0857,106.7481,128.9735,99.8473,239.2533,216.9365,186.9588,247.3182,130.73,81.86,122.8949,1064.118439
15/11/2011,89.54,82.05,91.85,95.4,90.37,112.01,304.239,228.2,94.9447,92.0028,279.2707,121.6549,106.785,129.0261,100.0317,239.748,218.2795,186.8695,247.9932,131.2636,82.18,123.023,1064.219552
16/11/2011,89.27,81.94,91.65,95.32,90.33,112.05,305.7837,228.3306,94.9913,92.1707,278.1432,121.733,106.7472,128.7753,100.0714,239.197,217.5919,186.1368,248.4775,131.7853,82.29,122.9168,1062.78221
17/11/2011,89.66,82.01,91.57,95.2,90.51,111.85,303.3181,228.0975,95.0027,92.1814,278.2397,121.5517,106.6884,128.5457,100.1572,238.5304,216.2654,184.3554,247.3896,131.4828,82.23,122.6835,1062.020193
18/11/2011,89.75,81.89,91.39,95.15,90.54,111.79,302.5511,228.1811,94.8532,92.2282,277.4117,121.5069,106.6665,128.5195,100.2711,238.7303,215.8395,184.6519,247.2137,132.2256,82.98,122.859,1062.463608
21/11/2011,89.68,82.46,91.24,95.24,90.62,111.69,301.3294,228.4545,94.8234,92.3903,276.8302,121.0085,106.6812,128.3808,100.6256,239.3602,215.2018,184.6385,247.1653,132.5842,82.97,122.7316,1060.949597
22/11/2011,89.92,82.75,91.52,95.4,90.67,111.72,302.3127,228.4497,94.8488,92.3115,275.7679,120.9284,106.7122,128.5324,100.7173,239.8887,217.0645,185.1714,248.1874,133.0745,83.57,122.6104,1060.059452
23/11/2011,89.88,82.77,91.38,95.32,90.65,111.74,300.6293,228.1377,94.6816,92.2404,276.3892,120.9752,106.6857,128.4884,100.9788,239.6749,216.803,184.6976,247.7281,132.6047,83.27,122.5387,1058.823749
24/11/2011,89.63,82.75,91.38,95.36,90.54,111.75,300.6293,228.1377,94.584,92.046,276.4982,121.0316,106.6694,128.4235,101.0635,239.6266,216.803,184.923,247.7281,132.6047,83.27,122.5387,1058.814219
25/11/2011,89.72,82.56,91.27,95.26,90.58,111.65,300.2958,227.8498,94.5207,92.065,275.7437,121.7393,106.6532,128.8899,101.0694,239.5498,215.8566,184.8135,247.6151,133.7159,83.53,122.5662,1058.669925
28/11/2011,89.38,82.57,91.55,95.24,90.39,111.66,303.6885,228.0703,94.5267,92.3597,275.546,121.7455,106.6715,128.9197,100.3718,238.7506,217.0752,185.1828,249.413,133.6148,83.24,122.6513,1061.094954
29/11/2011,89.62,82.56,91.51,95.26,90.46,111.55,303.0588,227.6044,94.5662,92.1898,275.4388,121.5854,106.6501,129.1293,100.1672,239.8133,217.159,185.9029,250.2938,133.6449,83.66,122.6596,1060.918872
30/11/2011,89.6,82.6,91.65,95.26,90.45,111.61,305.8734,227.9188,94.6068,92.0157,274.2808,122.3625,106.6488,130.1434,99.5548,238.7985,216.3378,188.205,250.7874,133.9095,82.45,122.6134,1063.193271
01/12/2011,89.68,82.56,91.56,95.22,90.47,111.73,304.2791,228.4782,94.6368,91.7422,276.4448,122.0934,106.6478,130.3335,99.3162,238.8862,215.6112,188.2901,252.0497,134.162,82.67,122.5584,1062.955299
02/12/2011,89.34,82.51,91.48,95.14,90.31,111.55,305.916,228.5835,94.7272,91.6419,277.4833,122.2447,106.737,129.974,99.0994,238.5916,215.3265,188.0643,253.567,134.3775,82.83,122.7252,1062.190462
05/12/2011,89.21,82.17,91.48,94.98,90.18,111.67,309.8166,228.8875,94.7074,91.4507,276.358,122.1965,106.7196,130.076,98.8886,238.1011,215.2745,187.9561,254.1295,134.6751,82.85,122.7184,1062.566285
06/12/2011,89.28,82.34,91.68,94.97,90.2,111.7,309.9757,228.908,94.7479,91.4812,276.9309,122.3226,106.7871,130.1625,99.0232,238.5514,215.9853,188.1576,254.2639,135.0026,82.86,122.73,1062.661708
07/12/2011,89.82,82.07,91.56,94.78,90.34,111.68,309.035,229.0791,94.7595,91.104,276.866,122.6719,106.8082,130.1153,98.9527,238.652,216.8235,188.7057,255.0737,134.9009,82.72,122.6873,1062.641303
08/12/2011,90.21,82.6,91.78,94.97,90.58,111.67,308.9544,229.0452,94.7302,90.8892,277.4626,122.1747,106.902,130.1811,99.2949,240.3649,215.5123,188.9943,254.96,134.6439,82.26,122.766,1061.168958
09/12/2011,89.93,82.75,91.8,95.03,90.48,111.54,311.3793,228.8589,94.7536,90.889,275.9093,122.826,106.9278,130.5434,99.1982,239.6074,216.4702,188.3285,255.9521,134.7076,83.29,122.8893,1062.517704
12/12/2011,90.45,82.65,91.9,94.97,90.7,111.49,307.5865,228.7594,94.5699,91.0443,277.082,122.4165,106.9455,130.2998,99.4311,240.7349,215.4057,188.2157,256.1394,135.167,83.76,122.7642,1061.379958
13/12/2011,90.77,82.68,91.84,94.92,90.81,111.44,306.673,228.8939,94.5408,91.0815,276.8023,122.4847,106.9172,129.9334,99.507,240.8167,216.0578,187.9157,256.8008,135.6716,84.47,122.6389,1060.730888
14/12/2011,91.02,82.43,91.61,94.75,90.91,111.36,304.2883,228.6421,94.4968,91.1253,277.3724,122.2696,106.9413,129.3774,99.6818,240.5821,215.4944,187.4013,251.5575,135.699,84.66,122.5865,1060.227967
15/12/2011,91.28,82.3,91.42,94.62,91.02,111.27,305.4472,228.7863,94.5254,91.1865,276.4167,122.3523,106.9031,129.47,99.7248,239.5381,214.8447,187.7639,251.9544,136.2544,85.34,122.6335,1060.736079
16/12/2011,91.2,82.48,91.2,94.75,91.01,111.39,307.6463,228.9006,94.4868,91.013,277.0091,121.9648,106.9069,129.2656,99.7535,240.2989,214.075,188.2716,252.8532,136.1069,85.72,122.726,1059.551017
19/12/2011,91.36,83.06,91.54,94.99,91.12,111.3,305.709,228.7943,94.4592,90.9327,276.0389,122.2574,106.874,129.1142,99.7952,240.0091,213.7108,187.9474,254.5002,136.4915,86.06,122.7334,1058.514172
20/12/2011,91.29,83.31,91.44,95.05,91.04,111.36,305.4613,229.0668,94.6246,90.9148,275.2437,122.7458,106.8221,129.578,99.5491,239.8388,213.8019,187.776,255.2206,136.349,85.91,122.7329,1060.358979
21/12/2011,91.48,83.14,91.43,94.98,91.21,111.46,304.4027,229.2752,94.6125,90.5796,276.574,122.4074,106.8434,129.5584,99.4786,240.0654,213.3495,187.5275,256.1861,136.2764,86.37,122.7124,1061.118415
22/12/2011,91.34,82.69,90.94,94.82,91.16,111.38,303.987,229.0347,94.6092,90.6824,276.5679,122.6317,106.8538,129.4015,99.3507,240.2768,213.9306,187.3504,257.8934,136.5078,86.47,122.7043,1061.080602
23/12/2011,91.53,82.78,91.06,94.91,91.26,111.48,303.863,229.0067,94.627,90.7025,277.0896,122.5471,106.8532,129.5082,99.1782,240.8577,214.2605,187.3272,259.0408,136.2735,86.51,122.7363,1061.324532
26/12/2011,91.52,82.83,91.12,94.93,91.26,111.53,303.863,229.0067,94.627,90.7025,277.0896,122.5471,106.8532,129.5082,99.1691,240.8577,214.2605,187.3272,259.0408,136.2735,86.51,122.7363,1061.324532
27/12/2011,91.65,83.08,91.46,95.08,91.34,111.68,302.1923,228.9501,94.627,90.7025,277.0896,122.5471,106.8532,129.5082,99.1861,240.8577,213.224,187.3272,260.1202,136.5083,86.51,122.7825,1062.012725
28/12/2011,91.83,83.28,91.66,95.12,91.44,111.69,299.7132,229.2287,94.6517,90.7627,276.5072,122.5111,106.8506,129.1202,99.4245,241.4715,212.817,187.8233,258.7896,136.4909,86.41,122.8384,1060.017679
29/12/2011,91.81,83.2,91.66,95.07,91.39,111.6,302.7903,229.4961,94.6814,90.8759,275.913,122.7807,106.8234,129.2371,99.2976,241.8975,213.258,188.1547,258.4466,136.6093,86.36,122.8809,1060.534106
30/12/2011,91.67,83.07,91.52,95.01,91.38,111.56,302.4009,229.5832,94.6926,90.8625,275.1755,122.8089,106.8224,129.4275,99.1449,242.5963,211.9255,188.405,258.7457,136.7361,86.32,123.0262,1061.250661
02/01/2012,91.55,83.07,91.42,94.99,91.3,111.5,302.4009,229.5832,94.6926,90.8625,275.1755,122.8089,106.8224,129.4275,98.9745,242.5963,211.9255,188.405,258.7457,136.7361,86.32,123.0262,1061.250661
03/01/2012,91.01,82.63,91.37,94.73,91.06,111.62,306.2224,229.4338,94.7289,90.8895,275.3123,123.1646,106.8252,129.836,98.7482,243.0146,213.5467,188.0557,258.0933,136.9068,86.57,123.0852,1061.598478
04/01/2012,90.93,82.65,91.28,94.91,91.02,111.5,306.0306,229.5789,94.7435,91.0351,277.4237,123.0337,106.8087,130.0515,98.8265,244.2818,214.8943,188.0531,259.443,136.9875,86.98,122.9064,1061.9702
05/01/2012,90.69,82.6,91.02,94.94,90.91,111.53,307.6051,229.6594,94.7739,91.2804,278.911,123.2073,106.8035,130.0277,98.9467,243.4283,216.4917,188.2534,259.422,137.0243,87.31,122.865,1062.844135
06/01/2012,90.65,82.48,90.98,94.88,90.93,111.54,307.9707,229.7335,94.7917,91.4371,279.7471,123.5916,106.8139,129.902,99.106,242.8009,215.8475,188.7627,260.2222,137.3732,87.83,122.876,1062.868841
09/01/2012,90.63,82.56,91.03,95.04,90.96,111.39,307.4091,230.1072,94.823,91.5339,279.6091,123.4487,106.8278,130.0113,99.1009,242.2595,213.8912,189.3756,261.7582,137.5992,88.27,122.8676,1063.534985
10/01/2012,90.06,82.35,90.75,95.1,90.75,111.39,308.8765,230.1767,95.1831,91.6938,280.3971,123.326,106.827,129.8726,98.9771,242.1855,212.7517,189.2255,262.1243,137.7376,88.17,123.065,1064.339288
11/01/2012,89.69,81.9,90.54,94.94,90.63,111.28,309.2923,230.5208,95.2241,91.7599,282.2323,123.3818,106.864,129.8266,98.8802,241.9115,212.7159,189.9798,261.853,137.6783,88.26,123.1973,1063.911709
12/01/2012,89.32,81.85,90.65,94.99,90.48,111.17,312.5674,230.5708,95.2842,91.852,281.7869,123.441,106.842,129.9625,98.8791,240.4885,212.5661,190.7401,262.9882,137.9926,88.42,123.0782,1062.998094
13/01/2012,89.4,82.17,90.8,95.15,90.53,111.32,312.9308,230.5881,95.3205,91.5271,283.3769,123.164,106.8521,129.7238,98.7651,241.1608,212.6662,191.0649,262.56,137.4626,88.5,123.0494,1062.385208
16/01/2012,89.3,82.21,90.83,95.17,90.44,111.37,312.9308,230.5881,95.3762,91.5227,283.0823,123.3808,106.813,129.7402,98.9022,241.3159,212.6662,191.2782,262.56,137.4626,88.5,123.0494,1062.385208
17/01/2012,89.39,82.69,90.96,95.47,90.53,111.62,315.3802,230.6733,95.3521,91.6549,283.5667,123.568,106.8443,129.6549,98.7266,240.8503,212.9372,190.9135,263.651,137.98,88.79,123.0504,1063.97972
18/01/2012,88.99,82.14,90.84,95.24,90.44,111.56,316.4856,230.5271,95.3637,91.7404,282.7508,123.6989,106.8382,129.7193,98.8353,239.4944,213.4465,190.5129,265.4717,138.2214,88.99,123.0612,1066.343587
19/01/2012,88.49,81.79,91.02,94.98,90.32,111.39,317.9171,230.2299,95.4261,91.8225,282.8115,123.9178,106.8212,129.9512,98.7511,238.563,212.5962,190.4385,265.3833,137.6046,89.16,123.3659,1065.616095
20/01/2012,88.76,81.42,90.98,94.77,90.32,111.07,317.2794,230.4709,95.3729,91.9875,283.3099,123.6922,106.8152,130.1938,98.632,238.9976,211.9838,190.684,265.5831,136.8326,89.75,123.429,1065.581915
23/01/2012,88.55,81.5,90.91,94.8,90.25,111.11,316.9959,230.5759,95.383,91.9437,282.5395,123.7438,106.8021,130.5613,98.6653,238.068,210.4846,190.8492,265.3426,136.6715,90.07,123.3452,1065.565692
24/01/2012,88.43,81.54,91.14,94.8,90.22,111.21,315.6198,230.8496,95.4318,91.9825,283.604,123.6382,106.7855,130.5742,98.6171,237.554,208.2525,190.4928,266.0139,137.0536,90.24,123.3967,1065.758898
25/01/2012,88.22,81.46,91.44,94.67,90.08,111.46,314.5671,230.6632,95.4633,91.9783,284.0817,123.5693,106.8121,130.8763,98.5381,237.0392,207.3555,190.6594,264.9699,137.0496,90.37,123.3598,1067.307815
26/01/2012,88.3,81.28,91.5,94.39,90.11,111.4,316.9403,230.7838,95.6088,92.1886,283.4456,123.8241,106.8822,130.837,98.6204,236.3406,207.3021,191.3868,265.125,136.2875,90.4,123.5698,1068.894434
27/01/2012,87.99,81.48,91.49,94.59,90.03,111.55,316.2088,230.8343,95.7156,91.9853,284.3065,123.6947,106.8653,130.6613,98.5502,236.2821,208.4473,191.024,265.6792,136.3407,90.6,123.3979,1068.929328
30/01/2012,88.3,81.77,91.57,94.67,90.1,111.63,315.2232,230.8785,95.7218,91.7187,284.2901,123.6206,106.8364,130.2466,98.4404,236.0386,209.8373,191.0988,266.6644,136.1626,90.55,123.3632,1068.862312
31/01/2012,88.48,81.98,91.38,94.77,90.19,111.57,314.654,231.1199,95.8299,91.7568,285.1541,123.5875,106.8519,130.2063,98.5191,236.0732,210.6,191.9189,266.3705,136.1256,90.71,123.5228,1069.32335
01/02/2012,88.15,82.14,91.24,94.87,90.13,111.48,315.7223,231.3018,95.9416,92.0759,284.0158,124.0604,106.8018,130.5215,98.8808,235.2034,211.2855,192.0389,265.876,136.2648,90.68,123.6297,1070.633041
02/02/2012,87.73,82.34,91.14,95.01,89.97,111.65,315.5916,231.5334,95.9665,92.1515,284.7054,124.0625,106.8122,130.4299,98.9163,235.2689,210.7056,192.1071,266.1897,136.4895,90.88,123.5659,1070.813212
03/02/2012,87.26,82.25,91.13,95.05,89.95,111.84,317.6161,231.9837,96.0117,92.2961,285.3703,124.4325,106.7899,130.8268,99.2317,235.4002,210.4308,191.6807,267.0086,135.931,90.79,123.5411,1072.987139
06/02/2012,87.35,82.11,91.3,94.86,89.9,111.99,318.32,232.261,96.0088,92.3803,285.6299,124.5114,106.7773,130.7848,99.0861,235.3684,210.1497,191.7245,267.8439,136.3189,90.84,123.5756,1071.014254
07/02/2012,87.8,82.33,91.09,94.93,89.96,111.79,319.0672,231.7904,95.8989,92.3035,284.9427,124.5514,106.7324,130.8029,99.1277,234.4983,211.7221,191.2856,268.2305,135.9553,90.86,123.6143,1072.359255
08/02/2012,87.6,82.01,90.76,94.86,89.89,111.82,319.122,231.6831,95.8102,92.3524,285.1194,124.5717,106.7431,130.7617,99.2058,234.7105,212.2779,191.3752,269.19,136.104,90.78,123.6212,1072.946507
09/02/2012,87.55,82.2,90.74,95.01,89.92,111.96,320.8192,231.7332,95.8216,92.0483,285.0391,124.8075,106.7425,130.8657,99.2337,234.8717,214.176,191.2678,270.0885,136.1208,90.69,123.574,1072.427029
10/02/2012,87.77,82.42,90.76,95.11,90.03,112.01,320.6335,231.7778,95.8187,91.5806,285.4613,124.8548,106.7845,130.6434,98.8912,234.6947,214.8043,190.9711,270.9125,136.058,90.22,123.6679,1072.15034
13/02/2012,87.74,82.76,90.84,95.16,90.03,112.23,320.4818,231.7484,95.85,91.8069,285.6594,124.7451,106.7828,130.5391,99.0779,234.806,214.8491,190.7473,272.1641,136.4102,90.66,123.7711,1072.927621
14/02/2012,88.13,83,90.81,95.26,90.15,112.2,319.1535,231.1612,95.8496,91.8281,285.6798,124.9087,106.7766,130.2202,99.0316,234.2322,214.8957,190.8274,272.6269,136.2865,90.72,123.727,1073.805759
15/02/2012,88.15,82.57,90.72,95.11,90.15,112,321.531,231.2378,95.8167,91.6838,286.1348,124.6918,106.7865,130.386,99.2035,235.2347,215.7316,190.9409,272.4179,136.5732,90.52,123.7436,1073.798099
